link,file name
http://www.dna.com.vn/folder_news/010711%20pha%20san.jpg,010711 pha san.jpg
http://www.dna.com.vn/folder_news/010711%20pho%2024.jpg,010711 pho 24.jpg
http://www.dna.com.vn/folder_news/010711%20pho%2024.jpg,010711 pho 24.jpg
http://www.dna.com.vn/folder_news/010711%20thoi%20gian.jpg,010711 thoi gian.jpg
http://www.dna.com.vn/folder_news/010711%20thoi%20gian.jpg,010711 thoi gian.jpg
http://www.dna.com.vn/folder_news/010711%20thue%20mat%20bang.jpg,010711%20thue%20mat%20bang.jpg
http://www.dna.com.vn/folder_news/010711%20thue%20mat%20bang.jpg,010711%20thue%20mat%20bang.jpg
http://www.dna.com.vn/folder_news/010711%20uy%20tin.jpg,010711 uy tin.jpg
http://www.dna.com.vn/folder_news/010711%20uy%20tin.jpg,010711 uy tin.jpg
http://www.dna.com.vn/folder_news/010714%20Kinh%20Do%20Phin%20Deli.jpg,010714%20Kinh%20Do%20Phin%20Deli.jpg
http://www.dna.com.vn/folder_news/010714%20Kinh%20Do%20Phin%20Deli.jpg,010714%20Kinh%20Do%20Phin%20Deli.jpg
http://www.dna.com.vn/folder_news/010714%20big%20data%20marketing%201.jpg,010714%20big%20data%20marketing%201.jpg
http://www.dna.com.vn/folder_news/010714%20big%20data%20marketing%201.jpg,010714%20big%20data%20marketing%201.jpg
http://www.dna.com.vn/folder_news/010811%20VTB.jpg,010811 VTB.jpg
http://www.dna.com.vn/folder_news/010811%20VTB.jpg,010811 VTB.jpg
http://www.dna.com.vn/folder_news/010811%20dau%20tu%20da%20nganh.jpg,010811%20dau%20tu%20da%20nganh.jpg
http://www.dna.com.vn/folder_news/010811%20dau%20tu%20da%20nganh.jpg,010811%20dau%20tu%20da%20nganh.jpg
http://www.dna.com.vn/folder_news/010811%20internet%20marketing.jpg,010811%20internet%20marketing.jpg
http://www.dna.com.vn/folder_news/010811%20internet%20marketing.jpg,010811%20internet%20marketing.jpg
http://www.dna.com.vn/folder_news/010811%20internet%20trung%20quoc.jpg,010811%20internet%20trung%20quoc.jpg
http://www.dna.com.vn/folder_news/010811%20internet%20trung%20quoc.jpg,010811%20internet%20trung%20quoc.jpg
http://www.dna.com.vn/folder_news/010814%20Samsung.jpg,010814 Samsung.jpg
http://www.dna.com.vn/folder_news/010814%20Samsung.jpg,010814 Samsung.jpg
http://www.dna.com.vn/folder_news/010814%20nescafe.jpg,010814 nescafe.jpg
http://www.dna.com.vn/folder_news/010814%20nescafe.jpg,010814 nescafe.jpg
http://www.dna.com.vn/folder_news/010911%20du%20lich%20noi%20dia.jpg,010911%20du%20lich%20noi%20dia.jpg
http://www.dna.com.vn/folder_news/010911%20du%20lich%20noi%20dia.jpg,010911%20du%20lich%20noi%20dia.jpg
http://www.dna.com.vn/folder_news/010911%20google%20plus.jpg,010911 google plus.jpg
http://www.dna.com.vn/folder_news/010911%20google%20plus.jpg,010911 google plus.jpg
http://www.dna.com.vn/folder_news/010911%20honda%20spacy.jpg,010911 honda spacy.jpg
http://www.dna.com.vn/folder_news/010911%20honda%20spacy.jpg,010911 honda spacy.jpg
http://www.dna.com.vn/folder_news/010911%20mang%20xa%20hoi%201.jpg,010911%20mang%20xa%20hoi%201.jpg
http://www.dna.com.vn/folder_news/010911%20mang%20xa%20hoi%201.jpg,010911%20mang%20xa%20hoi%201.jpg
http://www.dna.com.vn/folder_news/010911%20may%20tinh%20bang%20sony.jpg,010911%20may%20tinh%20bang%20sony.jpg
http://www.dna.com.vn/folder_news/010911%20may%20tinh%20bang%20sony.jpg,010911%20may%20tinh%20bang%20sony.jpg
http://www.dna.com.vn/folder_news/010911%20mercedes%20250%20a.jpg,010911%20mercedes%20250%20a.jpg
http://www.dna.com.vn/folder_news/010911%20mercedes%20250%20a.jpg,010911%20mercedes%20250%20a.jpg
